ClientId,Target,Risk,Company,Org,Age,Truck,Car,TypeActivity,Assets,Department,Size
202,0,3,ИНГОРТЕХ,Акционерные общества,,8,2,"Производство инструментов и приборов для измерения, тестирования и навигации",69.55,Москва,Малые предприятия
203,0,3,РАДИАН-СБ,Акционерные общества,34.0,0,0,Производство электромонтажных работ,6.4958,Москва,Малые предприятия
204,0,3,УРЦ ТЕРМЕЗ,Акционерные общества,45.5,0,0,"Торговля розничная автомобильными деталями, узлами и принадлежностями",7.225,Москва,Средние предприятия
205,1,3,ХЛАДОКОМБИНАТ № 3,Акционерные общества,18.0,0,0,Производство мороженого,8.05,Архангельская область,Малые предприятия
206,0,3,УК ЧКАЛОВСКАЯ,Общества с ограниченной ответственностью,2.0,0,1,Управление эксплуатацией жилого фонда за вознаграждение или на договорной основе,10.4625,,Малые предприятия
207,0,3,РСУ УРАЛСТРОЙГАЗ,Акционерные общества,32.0,1,0,Строительство жилых и нежилых зданий,15.85,Москва,Малые предприятия
208,1,3,НАГ,Акционерные общества,26.0,0,0,Торговля оптовая прочими машинами и оборудованием,18.7875,Московская область,Средние предприятия
209,1,3,СОЛО,Общества с ограниченной ответственностью,16.0,0,0,"Торговля оптовая техникой, оборудованием и инструментами, применяемыми в медицинских целях",7.75,,Крупные предприятия
210,1,1,АСМОТО СЕРВИС,Акционерные общества,40.0,0,0,Торговля автотранспортными средствами,31.0,Тверская область,Средние предприятия
211,0,3,ЭНЕРГОПРОМ,Акционерные общества,24.0,0,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",7.05,Новосибирская область,Малые предприятия
212,1,2,ПРИОР-М,Общества с ограниченной ответственностью,35.0,0,0,Торговля оптовая фармацевтической продукцией,21.0,Санкт-Петербург,Малые предприятия
213,0,3,АСМОТО,Акционерные общества,22.0,0,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,7.25,Нижегородская область,Малые предприятия
214,0,2,УБТ,Акционерные общества,30.0,0,0,"Производство строительных металлических конструкций, изделий и их частей",13.0,Нижегородская область,Малые предприятия
215,0,3,КСА,Акционерные общества,,1,0,"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ",7.75,Тюменская область,Крупные предприятия
216,1,1,ИНФОРМСВЯЗЬ СЕРВИС,Общества с ограниченной ответственностью,31.0,1,0,"Производство электромонтажных, санитарно-технических и прочих строительно-монтажных работ",113.275,,Средние предприятия
217,1,3,РОЛСИ,Общества с ограниченной ответственностью,27.0,0,0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,7.925,Кемеровская область,Малые предприятия
218,0,2,СТРОЙИНДУСТРИЯ,Акционерные общества,42.0,1,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",27.0,,Малые предприятия
219,1,1,ПНЕВМОМАШ,Общества с ограниченной ответственностью,32.0,0,0,"Торговля оптовая прочими машинами, оборудованием и принадлежностями",76.2917,,Средние предприятия
220,0,2,ПОБЕДА,Акционерные общества,30.0,0,0,Смешанное сельское хозяйство,10.5,,Малые предприятия
221,1,3,РУСЬ ВЕЛИКАЯ,Акционерные общества,16.0,0,0,"Разведение молочного крупного рогатого скота, производство сырого молока",8.05,,Малые предприятия
222,0,2,ЧИСТОТА.РУ,Акционерные общества,27.0,0,0,Сбор неопасных отходов,13.0,,Малые предприятия
223,0,3,КАРБУРГЕР,Акционерные общества,51.0,0,0,Деятельность по созданию и использованию баз данных и информационных ресурсов,8.05,,Малые предприятия
224,0,3,НПК СО,Акционерные общества,,0,0,"Деятельность вспомогательная, связанная с железнодорожным транспортом",7.8958,,Малые предприятия
225,1,1,ПРОМЭЛЕКТРОНИКА,Акционерные общества,38.0,1,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",90.0,,Малые предприятия
226,0,3,СТК,Акционерные общества,22.0,0,0,"Торговля оптовая неспециализированная пищевыми продуктами, напитками и табачными изделиями",9.35,,Малые предприятия
227,1,2,ОРГАНИКТРЕЙД,Акционерные общества,19.0,0,0,Торговля оптовая химическими продуктами,10.5,,Малые предприятия
228,0,3,БГМ,Акционерные общества,20.5,0,0,Аренда и управление собственным или арендованным нежилым недвижимым имуществом,7.25,,Малые предприятия
229,0,2,АГАВА,Акционерные общества,18.0,0,0,"Деятельность в области технического регулирования, стандартизации, метрологии, аккредитации, каталогизации продукции",13.0,,Малые предприятия
230,0,3,ФИРМА ТЕХИНВЭКС,Общества с ограниченной ответственностью,,3,1,Производство электрической распределительной и регулирующей аппаратуры,25.4667,,Малые предприятия
231,1,1,ЭЛЕКТРА,Общества с ограниченной ответственностью,35.0,1,0,Прочие виды полиграфической деятельности,83.475,,Малые предприятия
232,0,3,ФАРТА,Акционерные общества,29.0,0,0,"Добыча руд и песков драгоценных металлов (золота, серебра и металлов платиновой группы)",7.775,,Малые предприятия
233,0,2,ИНТЭРОН,Акционерные общества,59.0,0,0,Перевозка грузов неспециализированными автотранспортными средствами,13.5,,Малые предприятия
234,1,3,АВИТЕК-ПЛЮС,Общества с ограниченной ответственностью,5.0,4,2,"Производство инструментов и приборов для измерения, тестирования и навигации",31.3875,,Малые предприятия
235,0,2,ТРЕЙД-СЕРВИС,Акционерные общества,24.0,0,0,"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов",10.5,,Малые предприятия
236,0,3,АЙДИГО,Общества с ограниченной ответственностью,,0,0,Деятельность по упаковыванию товаров,7.55,,Малые предприятия
237,0,2,ТД АНТЕЙ,Акционерные общества,44.0,1,0,Производство инструмента,26.0,,Малые предприятия
238,1,2,НПП СТРОЙТЭК,Общества с ограниченной ответственностью,8.0,0,2,Строительство жилых и нежилых зданий,26.25,,Малые предприятия
239,0,2,РСГ,Акционерные общества,19.0,0,0,Подготовка строительной площадки,10.5,,Малые предприятия
240,0,2,КОМПАНИЯ ИНРОСТ,Акционерные общества,33.0,0,0,Торговля оптовая неспециализированная,12.275,,Малые предприятия
241,0,3,ТЭЛ УРАЛ,Общества с ограниченной ответственностью,,1,0,"Торговля оптовая прочими машинами, приборами, аппаратурой и оборудованием общепромышленного и специального назначения",14.4542,,Средние предприятия
242,1,3,УРАА,Общества с ограниченной ответственностью,,1,0,"Торговля оптовая автомобильными деталями, узлами и принадлежностями, кроме деятельности агентов",15.5,,Крупные предприятия
243,0,2,ПАЛЬМЕТТА,Акционерные общества,29.0,0,0,Производство нательного белья,10.5,,Малые предприятия
244,0,3,КОРПОРАЦИЯ СТС,Акционерные общества,22.0,0,0,Консультирование по вопросам коммерческой деятельности и управления,7.125,,Малые предприятия
245,0,3,СПЕЦСТРОЙМЕХ,Акционерные общества,30.0,0,0,Производство земляных работ,7.225,,Средние предприятия
246,0,1,ТД ОБУХОВСКИЕ МИНЕРАЛЬНЫЕ ВОДЫ,Акционерные общества,44.0,2,0,"Торговля оптовая соками, минеральной водой и прочими безалкогольными напитками",90.0,,Крупные предприятия
247,0,3,ЭВЭНКС,Общества с ограниченной ответственностью,25.0,0,0,"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",7.775,,Малые предприятия
248,1,2,ПРЕДПРИЯТИЕ ТРУБОПЛАСТ,Общества с ограниченной ответственностью,24.0,0,2,Обработка металлов и нанесение покрытий на металлы,14.5,,Малые предприятия
249,1,1,УБПЛАСТИК-1,Акционерные общества,37.0,1,1,Производство пластмассовых изделий для упаковывания товаров,52.5542,,Малые предприятия
250,0,2,МОБИЛ ЭКСПРЕСС,Акционерные общества,54.0,1,0,"Деятельность вспомогательная прочая, связанная с перевозками",26.0,,Малые предприятия
251,0,3,УПЕК,Акционерные общества,,0,0,"Строительство прочих инженерных сооружений, не включенных в другие группировки",7.25,,Малые предприятия
252,0,3,ОРМЕТ,Общества с ограниченной ответственностью,29.0,1,1,Торговля оптовая неспециализированная,10.4625,,Малые предприятия
253,0,1,ЕВРО-ТРЭЙД-СЕРВИС,Акционерные общества,62.0,0,0,Торговля оптовая отходами и ломом,26.55,,Малые предприятия
254,0,3,АВЭК,Акционерные общества,30.0,1,0,Торговля оптовая прочими машинами и оборудованием,16.1,,Малые предприятия
255,0,3,ЩИТ-СТРОЙ,Общества с ограниченной ответственностью,41.0,0,2,"Строительство прочих инженерных сооружений, не включенных в другие группировки",20.2125,,Малые предприятия
256,1,3,ТОРГОВЫЙ ДОМ ФЛОРИН,Общества с ограниченной ответственностью,29.0,0,2,"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",15.2458,,Средние предприятия
257,1,1,ТД УРАЛСТАР-ТРЕЙД,Общества с ограниченной ответственностью,,0,0,Производство безалкогольных напитков; производство минеральных вод и прочих питьевых вод в бутылках,79.2,,Средние предприятия
258,1,1,ТОРГОВАЯ КОМПАНИЯ ДИП,Общества с ограниченной ответственностью,30.0,0,0,"Торговля оптовая неспециализированная незамороженными пищевыми продуктами, напитками и табачными изделиями",86.5,,Малые предприятия
259,1,1,ЭССМО,Общества с ограниченной ответственностью,35.0,0,0,"Торговля оптовая моторным топливом, включая авиационный бензин",510.4673,,Средние предприятия
260,1,2,УЭТМ-МОНТАЖ,Общества с ограниченной ответственностью,50.0,0,1,Обработка металлических изделий механическая,26.0,,Малые предприятия
261,0,3,ПРЕДПРИЯТИЕ СТРОЙКОМПЛЕКТ,Акционерные общества,,0,0,Торговля оптовая подъемно-транспортными машинами и оборудованием,7.75,,Крупные предприятия
262,1,3,РЕГИОН-С,Акционерные общества,3.0,4,2,Торговля оптовая кормами для домашних животных,31.3875,,Малые предприятия
263,0,1,АСТЕР-СТРОЙ,Акционерные общества,52.0,1,1,Работы бетонные и железобетонные,79.65,,Малые предприятия
264,0,1,УРАЛИНТЕРЬЕР,Акционерные общества,40.0,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",0.0,,Малые предприятия
265,0,3,КОНКОРД ИНТЕРНЕШНЛ,Общества с ограниченной ответственностью,,0,0,Производство матрасов,7.75,,Крупные предприятия
266,0,2,ОЛЕС,Акционерные общества,36.0,0,0,"Деятельность социальных столовых, буфетов или кафетериев (в офисах, больницах, школах, институтах и пр.) на основе льготных цен на питание",10.5,,Малые предприятия
267,0,3,СП ЗАРТЕКС,Акционерные общества,16.0,4,1,Производство ковров и ковровых изделий,39.6875,,Малые предприятия
268,1,3,КРЕДОС,Акционерные общества,25.0,1,0,Торговля оптовая напитками,7.775,,Малые предприятия
269,1,1,КОМПАНИЯ УРАЛТОРГСЕРВИС,Общества с ограниченной ответственностью,58.0,0,1,Торговля оптовая цветами и растениями,153.4625,,Малые предприятия
270,1,1,ВИТЕК,Общества с ограниченной ответственностью,35.0,0,0,"Производство сухарей, печенья и прочих сухарных хлебобулочных изделий, производство мучных кондитерских изделий, тортов, пирожных, пирогов и бисквитов, предназначенных для длительного хранения",135.6333,,Малые предприятия
271,0,1,УРАЛЬСКАЯ КОРОНА,Акционерные общества,,0,0,Торговля оптовая ножевыми изделиями и бытовой металлической посудой,31.0,,Малые предприятия
272,1,3,ЭНЕРГОАВТОМАТИКА,Акционерные общества,25.0,0,0,Строительство жилых и нежилых зданий,0.0,,Малые предприятия
273,1,2,НТЗМК,Общества с ограниченной ответственностью,41.0,0,1,"Производство строительных металлических конструкций, изделий и их частей",19.5,,Малые предприятия
274,0,1,КОМПОЗИТ,Акционерные общества,37.0,0,1,Ремонт машин и оборудования,29.7,,Средние предприятия
275,1,3,ТОРГОВЫЙ ДОМ ПОКРОВСКИЙ,Общества с ограниченной ответственностью,,0,0,Торговля оптовая обувью,7.75,,Крупные предприятия
276,1,1,АГРОКОМПЛЕКС ГОРНОУРАЛЬСКИЙ,Общества с ограниченной ответственностью,63.0,1,0,Разведение свиней,77.9583,,Малые предприятия
277,0,3,ФОРТ-ТРАНС,Общества с ограниченной ответственностью,45.0,0,0,Деятельность сухопутного пассажирского транспорта: перевозки пассажиров в городском и пригородном сообщении,7.75,,Малые предприятия
278,0,2,МЕГАДЕНТА КЛИНИК,Акционерные общества,,0,0,Стоматологическая практика,0.0,,Малые предприятия
279,0,3,АЙДИ-ЭЛЕКТРО,Акционерные общества,7.0,4,1,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",29.125,,Крупные предприятия
280,1,3,НПП БИ-ТЭК,Общества с ограниченной ответственностью,35.0,1,1,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",20.25,,Малые предприятия
281,0,3,ОСБ,Акционерные общества,65.0,0,0,Деятельность частных охранных служб,7.75,,Крупные предприятия
282,0,3,ОРТУС-МС,Акционерные общества,28.0,0,0,Торговля оптовая фармацевтической продукцией,7.8542,,Малые предприятия
283,0,3,ТРАНСБЛОК,Акционерные общества,16.0,0,0,Деятельность частных охранных служб,9.5,,Малые предприятия
284,1,3,КАРАТ,Акционерные общества,19.0,0,0,Монтаж промышленных машин и оборудования,8.05,,Малые предприятия
285,0,1,СМНУ,Акционерные общества,,0,0,Производство электромонтажных работ,26.0,,Малые предприятия
286,0,3,ПО КАРТОН,Акционерные общества,33.0,0,0,"Производство гофрированной бумаги и картона, бумажной и картонной тары",8.6625,,Средние предприятия
287,1,3,КАРАТ,Акционерные общества,30.0,0,0,Торговля оптовая прочими машинами и оборудованием,9.5,,Малые предприятия
288,0,3,ЧИСТЫЙ ЛИСТ,Акционерные общества,22.0,0,0,Торговля оптовая писчебумажными и канцелярскими товарами,7.8958,,Малые предприятия
289,1,2,УРАЛПРОЕКТИНЖИНИРИНГ,Акционерные общества,42.0,0,0,"Деятельность в области инженерных изысканий, инженерно-технического проектирования, управления проектами строительства, выполнения строительного контроля и авторского надзора, предоставление технических консультаций в этих областях",13.0,,Малые предприятия
290,1,3,ТЕХНОАВИА-ЕКАТЕРИНБУРГ,Общества с ограниченной ответственностью,22.0,0,0,Торговля оптовая одеждой и обувью,7.75,,Крупные предприятия
291,1,1,БМК,Общества с ограниченной ответственностью,26.0,0,0,Смешанное сельское хозяйство,78.85,,Малые предприятия
292,1,1,ТД ЭТАЛОН-7,Общества с ограниченной ответственностью,19.0,1,0,Деятельность агентов по оптовой торговле строительными материалами,91.0792,,Средние предприятия
293,0,2,ИТС-УРАЛ,Акционерные общества,36.0,0,0,Торговля оптовая станками,12.875,,Средние предприятия
294,0,3,ТЕТРОНИКС-СЕРВИС,Общества с ограниченной ответственностью,24.0,0,0,Ремонт компьютеров и периферийного компьютерного оборудования,8.85,,Малые предприятия
295,0,3,ЛОМБАРД ДРАГОЦЕННОСТИ УРАЛА,Акционерные общества,24.0,0,0,Деятельность по предоставлению ломбардами краткосрочных займов под залог движимого имущества,7.8958,,Малые предприятия
296,0,1,ЧЕРМЕТИНВЕСТ-Т,Акционерные общества,,0,0,Торговля оптовая отходами и ломом,27.7208,,Средние предприятия
297,0,3,ПАКЛАЙНУРАЛ,Акционерные общества,23.5,0,0,Хранение и складирование прочих грузов,7.2292,,Средние предприятия
298,0,1,КСМ,Общества с ограниченной ответственностью,2.0,1,2,Добыча и первичная обработка известняка и гипсового камня,151.55,,Малые предприятия
299,1,1,ИЗОПЛИТ,Акционерные общества,,0,0,Строительство местных линий электропередачи и связи,30.5,,Малые предприятия
300,1,1,СТМ,Общества с ограниченной ответственностью,50.0,0,1,Строительство жилых и нежилых зданий,247.5208,,Средние предприятия
301,1,3,ТРАСТ ФМ,Общества с ограниченной ответственностью,,0,0,Торговля оптовая неспециализированная,7.75,,Крупные предприятия
302,1,3,ГАРАНТСТРОЙ,Акционерные общества,,2,0,Аренда и лизинг строительных машин и оборудования,23.25,,Крупные предприятия
303,0,3,ИНВЕКС,Акционерные общества,19.0,0,0,Торговля оптовая эксплуатационными материалами и принадлежностями машин,0.0,,Малые предприятия
304,1,2,ДИОНИС И К,Общества с ограниченной ответственностью,,0,0,"Торговля оптовая алкогольными напитками, включая пиво и пищевой этиловый спирт",12.35,,Крупные предприятия
305,0,3,СИСТЭЛ,Акционерные общества,,0,0,Торговля оптовая прочими машинами и оборудованием,8.05,,Малые предприятия
306,1,1,УТЭА,Акционерные общества,0.92,1,2,Деятельность автомобильного грузового транспорта и услуги по перевозкам,151.55,,Малые предприятия
307,1,1,ЭЛВЕСТ,Общества с ограниченной ответственностью,,0,0,Производство электромонтажных работ,110.8833,,Средние предприятия
308,1,1,ТЛС КАРГО,Общества с ограниченной ответственностью,17.0,1,0,Деятельность прочего сухопутного пассажирского транспорта,108.9,,Средние предприятия
309,0,2,ЭЛЕКТРИЧЕСКИЕ ТЕХНОЛОГИИ,Акционерные общества,30.0,1,0,"Торговля оптовая производственным электротехническим оборудованием, машинами, аппаратурой и материалами",24.0,,Средние предприятия
310,1,1,ВЕСТ,Общества с ограниченной ответственностью,30.0,0,0,Производство прочих строительно-монтажных работ,56.9292,,Средние предприятия
311,1,1,ТД ПРОДСЕРВИС,Общества с ограниченной ответственностью,24.0,0,0,"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",83.1583,,Средние предприятия
312,1,1,РЦМК,Общества с ограниченной ответственностью,18.0,2,2,"Производство строительных металлических конструкций, изделий и их частей",262.375,,Средние предприятия
313,0,2,НПП ЭЛТЕРМ-С,Общества с ограниченной ответственностью,26.0,1,1,Производство электрических печей,26.0,,Малые предприятия
314,0,3,УКДС,Акционерные общества,28.0,0,0,Торговля автотранспортными средствами,7.8958,,Малые предприятия
315,0,2,ПРОММАШОБОРУДОВАНИЕ,Акционерные общества,43.0,1,1,Производство машин и оборудования для добычи полезных ископаемых и строительства,26.25,,Малые предприятия
316,1,3,ФОНД РАДОМИР,Общества с ограниченной ответственностью,26.0,0,0,Управление недвижимым имуществом за вознаграждение или на договорной основе,7.8542,,Малые предприятия
317,1,2,КОНСТАНТА,Общества с ограниченной ответственностью,24.0,1,0,Торговля оптовая кормами для домашних животных,26.0,,Малые предприятия
318,0,2,МИРЕЙ,Акционерные общества,54.0,0,0,Торговля оптовая одеждой и обувью,14.0,,Малые предприятия
319,1,1,УМ,Общества с ограниченной ответственностью,31.0,0,2,Деятельность агентов по оптовой торговле универсальным ассортиментом товаров,164.8667,,Малые предприятия
320,1,1,ДЕВОН,Общества с ограниченной ответственностью,40.0,1,1,Торговля оптовая мясом и мясными продуктами,134.5,,Средние предприятия
321,0,3,АВТОЛИДЕР-ВОСТОК,Акционерные общества,22.0,0,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,7.25,,Малые предприятия
322,0,3,ТСК ИНТЕРСИ,Акционерные общества,27.0,0,0,Торговля оптовая металлами и металлическими рудами,7.8958,,Малые предприятия
323,1,2,ЦМИ,Общества с ограниченной ответственностью,30.0,0,0,Торговля оптовая отходами и ломом,12.35,,Крупные предприятия
324,1,2,ЭКОЛАЙН,Общества с ограниченной ответственностью,22.0,1,1,Строительство жилых и нежилых зданий,29.0,,Малые предприятия
325,0,3,ПМС УРАЛ-РАЗВИТИЕ,Акционерные общества,,8,2,Строительство автомобильных дорог и автомагистралей,69.55,,Малые предприятия
326,1,1,ОМ ЗАЩИТА,Общества с ограниченной ответственностью,36.0,0,0,Деятельность агентов по оптовой торговле удобрениями и агрохимикатами,135.6333,,Средние предприятия
327,0,3,РЕМСТРОЙГАЗ,Акционерные общества,61.0,0,0,Строительство автомобильных дорог и автомагистралей,6.2375,,Малые предприятия
328,1,2,ОВОЩЕ-МОЛОЧНЫЙ,Общества с ограниченной ответственностью,36.0,0,0,Выращивание зерновых культур,13.0,,Малые предприятия
329,1,3,НАРТЕКС,Общества с ограниченной ответственностью,31.0,1,1,Строительство жилых и нежилых зданий,20.525,,Малые предприятия
330,1,1,ТГ ПАРТНЕР,Общества с ограниченной ответственностью,16.0,0,1,"Торговля оптовая скобяными изделиями, водопроводным и отопительным оборудованием и принадлежностями",57.9792,,Средние предприятия
331,1,3,ЭНЕРГОРЕСУРС-ИНЖИНИРИНГ,Общества с ограниченной ответственностью,,2,0,Ремонт электрического оборудования,23.25,,Крупные предприятия
332,0,1,ОРУМ,Акционерные общества,45.5,0,0,Торговля оптовая отходами и ломом,28.5,,Малые предприятия
333,0,1,ПИНТА-УРАЛ,Акционерные общества,38.0,0,1,Торговля оптовая прочими машинами и оборудованием,153.4625,,Малые предприятия
334,0,3,УРАЛМЕТАЛЛСТРОЙ,Акционерные общества,16.0,2,0,Торговля оптовая металлами в первичных формах,18.0,,Малые предприятия
335,1,1,БЕРЕЗОВСКИЙ ЛАДА-ЦЕНТР,Общества с ограниченной ответственностью,,1,0,Торговля розничная легковыми автомобилями и легкими автотранспортными средствами в специализированных магазинах,133.65,,Малые предприятия
336,0,3,УРАЛСПЕЦСТРОЙ,Акционерные общества,,0,0,Строительство жилых и нежилых зданий,7.8958,,Малые предприятия
337,0,1,ЗАКРОМА УРАЛА,Акционерные общества,29.0,1,0,Торговля оптовая зерном,66.6,,Малые предприятия
338,1,1,ЕМЗ,Общества с ограниченной ответственностью,41.0,0,0,Производство крепежных изделий,134.5,,Средние предприятия
339,1,3,АКВАЛИНК,Акционерные общества,45.0,0,0,"Производство прочей неметаллической минеральной продукции, не включенной в другие группировки",8.05,,Малые предприятия
340,0,1,ЭЗОИС-УРАЛ,Акционерные общества,45.0,0,0,Производство электрической распределительной и регулирующей аппаратуры,35.5,,Малые предприятия
341,1,2,ЖАЛЮЗИОН,Акционерные общества,2.0,1,1,"Торговля оптовая прочими потребительскими товарами, не включенными в другие группировки",26.0,,Малые предприятия
342,1,1,БРИДЖ,Общества с ограниченной ответственностью,24.0,3,2,Строительство мостов и тоннелей,263.0,,Малые предприятия
343,0,2,МКС,Акционерные общества,28.0,0,0,Производство гидравлического и пневматического силового оборудования,13.0,,Малые предприятия
344,0,2,МЕБЕЛЬНЫЕ РЕШЕНИЯ,Акционерные общества,25.0,0,0,Торговля оптовая неспециализированная,13.0,,Малые предприятия
345,0,2,ЭКОПРОМ,Акционерные общества,36.0,0,0,Добыча и агломерация торфа,13.0,,Малые предприятия
346,1,2,КСБ,Общества с ограниченной ответственностью,24.0,0,0,Деятельность консультативная и работы в области компьютерных технологий,13.0,,Малые предприятия
347,1,2,УРАЛСТРОЙ,Общества с ограниченной ответственностью,40.0,0,0,Производство электромонтажных работ,13.0,,Малые предприятия
348,1,3,МКК,Общества с ограниченной ответственностью,,1,0,Торговля оптовая непродовольственными потребительскими товарами,16.1,,Малые предприятия
349,1,3,РЕСУРС,Акционерные общества,3.0,1,1,Строительство жилых и нежилых зданий,15.9,,Малые предприятия
350,0,3,ТРИАДА-ХОЛДИНГ УРАЛ,Акционерные общества,42.0,0,0,Работы гидроизоляционные,8.6625,,Малые предприятия
351,0,3,СПЕЦУНИВЕРСАЛСТРОЙ,Акционерные общества,23.0,0,0,Подготовка строительной площадки,9.225,,Малые предприятия
352,0,1,ПГК,Акционерные общества,,0,0,Деятельность железнодорожного транспорта: грузовые перевозки,35.0,,Малые предприятия
353,0,3,ЛСР. СТРОИТЕЛЬСТВО-УРАЛ,Акционерные общества,15.0,1,1,Производство изделий из бетона для использования в строительстве,7.2292,,Средние предприятия
354,0,3,ПРОЛАЙН СИСТЕМЫ БЕЗОПАСНОСТИ,Акционерные общества,25.0,1,0,Торговля оптовая непродовольственными потребительскими товарами,17.8,,Малые предприятия
355,0,3,НАФТА ГРУПП,Акционерные общества,,0,0,"Торговля оптовая твердым, жидким и газообразным топливом и подобными продуктами",7.225,,Средние предприятия
356,0,3,ЗАВОД ЖБИ ВЕРНЕР,Акционерные общества,28.0,0,0,Производство изделий из бетона для использования в строительстве,9.5,,Малые предприятия
357,1,1,КОМПЛЕКТ-ПОСТАВКА,Общества с ограниченной ответственностью,22.0,0,1,Торговля оптовая металлами и металлическими рудами,55.0,,Малые предприятия
358,0,2,КОМПАНИЯ СМАЙЛИ,Общества с ограниченной ответственностью,38.0,0,0,Торговля оптовая неспециализированная,13.0,,Малые предприятия
359,1,3,НОРДСТРОЙ-ИНЖИНИРИНГ,Общества с ограниченной ответственностью,,0,0,Строительство жилых и нежилых зданий,7.8792,,Крупные предприятия
360,1,3,УЛЬТРАСТРОЙ,Общества с ограниченной ответственностью,,0,0,"Торговля оптовая лесоматериалами, строительными материалами и санитарно-техническим оборудованием",7.8792,,Крупные предприятия
361,0,3,ГРУППА ЕРМАК,Акционерные общества,40.0,1,4,"Производство строительных металлических конструкций, изделий и их частей",27.9,,Малые предприятия
362,0,2,ЭНТИС-УЧЕТ,Акционерные общества,29.0,1,0,Строительство жилых и нежилых зданий,27.7208,,Средние предприятия
363,0,3,УРАЛТРАНС,Общества с ограниченной ответственностью,45.0,0,1,Деятельность железнодорожного транспорта: грузовые перевозки,14.4542,,Средние предприятия
364,0,3,ЕКАТЕРИНБУРГ ЯБЛОКО,Акционерные общества,35.0,0,0,Торговля розничная косметическими и товарами личной гигиены в специализированных магазинах,7.05,,Малые предприятия
365,0,3,СБ,Акционерные общества,,1,0,Строительство жилых и нежилых зданий,15.5,,Крупные предприятия
366,0,3,УНИКОРН ГРУПП,Акционерные общества,30.0,0,0,Торговля оптовая специализированная прочая,7.25,,Малые предприятия
367,1,1,КОМПЛЕКСНЫЙ ПОСТАВЩИК,Общества с ограниченной ответственностью,60.0,1,0,"Торговля оптовая прочими машинами, оборудованием и принадлежностями",75.25,,Средние предприятия
368,1,3,АНКОР,Общества с ограниченной ответственностью,,0,0,"Торговля оптовая пищевыми продуктами, напитками и табачными изделиями",7.2292,,Средние предприятия
369,1,3,ТК УСПК,Общества с ограниченной ответственностью,,0,0,"Деятельность вспомогательная прочая, связанная с перевозками",7.75,,Крупные предприятия
370,1,1,ГЕРМЕС-АГРО,Общества с ограниченной ответственностью,24.0,0,0,Торговля оптовая сельскохозяйственным сырьем и живыми животными,69.3,,Средние предприятия
371,1,1,СОДРУЖЕСТВО,Акционерные общества,25.0,1,0,Аренда и управление собственным или арендованным недвижимым имуществом,55.4417,,Средние предприятия
372,0,3,ОМ ПАРТС,Акционерные общества,18.0,1,0,"Торговля автомобильными деталями, узлами и принадлежностями",6.4958,,Малые предприятия
373,0,3,АГРОСЕРВИС ЕКБ,Акционерные общества,19.0,0,0,Торговля оптовая мясом и мясными продуктами,8.05,,Малые предприятия
374,0,1,ЦБК-ИНВЕСТ,Акционерные общества,22.0,0,0,Производство целлюлозы и древесной массы,135.6333,,Средние предприятия
375,0,3,АГРИКО,Общества с ограниченной ответственностью,3.0,3,1,Торговля оптовая сельскохозяйственным сырьем и живыми животными,21.075,,Малые предприятия
376,1,1,ВОЛКОМПАНИ,Общества с ограниченной ответственностью,,1,0,Работы строительные отделочные,82.1708,,Средние предприятия
377,1,3,РОСМЕТ,Общества с ограниченной ответственностью,22.0,0,0,Строительство автомобильных дорог и автомагистралей,7.25,,Малые предприятия
378,0,1,МИРУС МЕДИКАЛ УРАЛ,Акционерные общества,27.0,0,2,Торговля оптовая фармацевтической продукцией,211.5,,Средние предприятия
